latitude,longitude,datetime,temp,feelslikemax,feelslikemin,dew,humidity,precip,precipprob,precipcover,windspeed,windspeedmean,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
13.082,80.275,2018-01-31,24.8,30.8,20,17.3,66.8,0,0,0,18.4,5.7,25.4,1014.4,9.7,5.1,261.8,22.7,9
13.082,80.275,2018-02-01,24.5,31,19,17.9,69.5,0,0,0,14.8,5.2,93.1,1014.1,2.1,5,263.8,22.9,9
13.082,80.275,2018-02-02,24.6,31.3,19,17.9,69.4,0,0,0,14.8,6.6,131,1013.3,5.8,5.2,262.5,22.8,9
13.082,80.275,2018-02-03,24.7,30,19.9,17,65.1,0,0,0,16.6,8.2,83.8,1013.7,26.7,5.7,256.2,22.2,9
13.082,80.275,2018-02-04,25.5,30.3,21,16.8,59.6,0,0,0,25.9,9.7,59.5,1013.8,45.9,6.6,237.5,20.6,9
13.082,80.275,2018-02-05,25.7,30.9,22.7,18.6,65.3,0,0,0,20.5,8.4,47,1014.9,56.2,6.3,218.2,18.8,7
13.082,80.275,2018-02-06,26.2,34.6,22,21.6,76.5,0,0,0,18.4,8,45.5,1014.7,60.3,5.9,139.8,12,5
13.082,80.275,2018-02-07,27.6,36.5,24,23.4,78.4,0,0,0,18.4,7.1,81.1,1013.3,59.7,6,181.5,15.6,6
13.082,80.275,2018-02-08,27.7,36.1,24.7,22.7,76.2,1,100,4.17,14.8,7.7,104.5,1012.1,59.3,5.7,239.2,20.7,9
13.082,80.275,2018-02-09,26.9,35.5,23,22.5,78.1,0,0,0,18.4,7.6,113.6,1011.8,37.2,6.1,250.3,21.6,9
13.082,80.275,2018-02-10,27.1,34.6,23.9,22.3,76.1,0,0,0,14.8,7.1,86.2,1013.4,39.6,4.8,233.5,20.4,8
13.082,80.275,2018-02-11,27,34.6,23.7,21.9,75,0,0,0,24.1,8.5,82.9,1014.5,38.9,5.7,243.4,21,8
13.082,80.275,2018-02-12,27.1,33.9,24,21.7,73.5,0,0,0,22.3,11.9,66.8,1015.8,35,6.1,208.9,18.1,7
13.082,80.275,2018-02-13,26.5,33.3,23,21.8,76.4,0,0,0,20.5,8.5,52.3,1017.1,36.9,5.2,196.8,17.1,6
13.082,80.275,2018-02-14,27.5,33.7,25,22.2,74.1,0,0,0,27.7,9.6,42.3,1017.1,42.1,5.3,205.2,17.7,7
13.082,80.275,2018-02-15,27.9,34.9,25,22.4,73.6,0,0,0,22.3,10.6,30.9,1017.1,36.7,5.5,237.9,20.6,8
13.082,80.275,2018-02-16,26.9,33.7,22.8,21.5,74.1,0,0,0,24.1,10.8,63.6,1016.2,26.4,5.6,270.2,23.3,9
13.082,80.275,2018-02-17,26.8,35.8,22.9,21.9,75.6,0,0,0,16.6,8.4,86.4,1012.9,22.1,5.5,253.4,21.9,9
13.082,80.275,2018-02-18,26.4,33,22,20.4,71.5,0,0,0,18.4,7.5,77.5,1012.1,21.8,5.1,260.8,22.5,9
13.082,80.275,2018-02-19,26,33,22,20.4,72.9,0,0,0,22.3,7.5,72.8,1012.6,30.4,5.5,254.1,21.9,9
13.082,80.275,2018-02-20,26.3,33,22,20.4,71.7,0,0,0,22.3,7.4,59.1,1012.4,22.1,5.3,268.3,23.1,9
13.082,80.275,2018-02-21,26.1,33.1,22.1,20.4,72.9,0,0,0,18.4,7.1,66.9,1011.1,20.1,5.8,270.2,23.4,9
13.082,80.275,2018-02-22,26.1,32,21.4,20.5,72.9,0,0,0,14.8,6.4,60.6,1010.9,23.1,5.9,271.4,23.5,10
13.082,80.275,2018-02-23,26.4,31.9,21.8,19.7,69.8,0,0,0,16.6,7.9,75,1011.6,22.6,5.9,267,23,10
13.082,80.275,2018-02-24,26.9,33.7,23,21.1,71.8,0,0,0,18.4,9,63.1,1013.3,37.2,6.1,276.8,23.8,9
13.082,80.275,2018-02-25,26.9,34.3,22.5,21.2,73,0,0,0,24.1,9.6,43.6,1013.2,19,6.4,274.7,23.6,10
13.082,80.275,2018-02-26,27.5,35.8,22,20.3,69.3,0,0,0,19.5,8.5,43.3,1012.1,20.8,6,282,24.3,10
13.082,80.275,2018-02-27,27.6,33.7,22,20.6,69.1,0,0,0,18.4,9.2,70.5,1011.7,30.3,5.4,281.1,24.2,10
13.082,80.275,2018-02-28,27.4,37,22,21.7,73.4,0,0,0,22.3,9,70.2,1011.6,35.9,5.3,273.9,23.6,10
13.082,80.275,2018-03-01,27.7,35.8,23,21.8,72.9,0,0,0,18.4,8.5,99.3,1011,10.8,5.3,278.7,24.3,10
13.082,80.275,2018-03-02,28,33.5,23,19.8,67.1,0,0,0,16.6,7.5,101.1,1010.9,14.2,5.7,287.2,24.9,10
13.082,80.275,2018-03-03,27.9,34.3,22,18.4,62.9,0,0,0,16.6,8,125.9,1010.3,7.1,5.9,288,24.8,10
13.082,80.275,2018-03-04,27.2,34.9,21,19.4,65.9,0,0,0,25.9,8,132.5,1010.1,6.9,5.8,286.2,24.6,10
13.082,80.275,2018-03-05,26.7,34,21,19.9,69.3,0,0,0,16.6,7.2,101.1,1011,7.2,6.4,285,24.5,10
13.082,80.275,2018-03-06,27,35.1,21,21.4,73.2,0,0,0,18.4,7.7,108.2,1011.7,7.9,6.2,279.7,24.2,10
13.082,80.275,2018-03-07,27.4,34.6,22,20.2,68.1,0,0,0,18.4,6,95.3,1011.5,18.1,6.1,280.4,24.3,10
13.082,80.275,2018-03-08,27.3,36.1,21.6,20.8,69.6,0,0,0,18.4,7.4,94.4,1011.4,9.9,5.7,282.9,24.5,10
13.082,80.275,2018-03-09,27.8,36.5,24,22.6,76.1,0,0,0,14.8,6.6,60.2,1011.7,30.7,5.2,265.3,22.9,9
13.082,80.275,2018-03-10,27.8,37,24,22.6,75.9,0,0,0,18.4,7.3,58.8,1011.4,28.8,4.8,258.6,22.2,9
13.082,80.275,2018-03-11,28,35.8,24.4,23,75.7,0,0,0,18.4,8.1,85.5,1012.1,37.7,5,264.4,22.8,10
13.082,80.275,2018-03-12,28.8,39.7,25,23.9,75.8,0,0,0,20.5,9.2,84.3,1012.8,47.4,5.9,265.2,22.9,9
13.082,80.275,2018-03-13,29.5,38.1,30.6,24.5,75.5,0,0,0,18.4,9.8,72.6,1012,69.7,6.7,248.3,21.5,8
13.082,80.275,2018-03-14,29.6,40.6,26.4,24.6,75.4,0,0,0,20.5,10.5,116.1,1011.1,50,6.7,231.8,20.1,7
13.082,80.275,2018-03-15,29.6,40.6,25.9,24.6,75.8,0,0,0,25.9,11,147.1,1010.4,39.3,6.8,251.5,21.7,8
13.082,80.275,2018-03-16,29.7,42,26.4,25.1,77.2,0,0,0,22.3,12.8,137.5,1009.3,49.3,8,230.7,19.8,8
13.082,80.275,2018-03-17,27.6,35.1,23.9,23.9,80.8,2.219,100,12.5,18.4,8.8,99.4,1010.7,74.2,5.7,100,8.6,3
13.082,80.275,2018-03-18,28.6,37,24.6,22.9,72.7,0,0,0,27.7,9.1,94.7,1011.6,33,6.4,263.3,22.8,9
13.082,80.275,2018-03-19,28.6,35.8,24,21.9,69.4,0,0,0,24.1,8.2,106.5,1012.6,26.7,6,285.8,24.7,10
13.082,80.275,2018-03-20,28.3,39.3,23.9,23.2,74.9,0,0,0,22.3,8.7,125.7,1011.5,27.5,5.3,285.9,24.9,10
13.082,80.275,2018-03-21,29.2,42,25,23.8,74.7,0,0,0,18.4,8.8,162.7,1010.2,20.6,5.8,292.2,25.3,10
13.082,80.275,2018-03-22,30.4,43.6,26,24,71,0,0,0,18.4,9.6,166.3,1008,22.5,5.7,287,24.8,10
13.082,80.275,2018-03-23,30.4,43.8,29.6,25.3,76,0,0,0,22.3,12.3,144.5,1007.6,49.7,5.5,276.3,23.7,10
13.082,80.275,2018-03-24,30.1,41,31.8,24.9,74.9,0,0,0,18.4,11,150.7,1009.9,45.6,4.8,281.4,24.3,10
13.082,80.275,2018-03-25,29.5,39.3,26,24,73.4,0,0,0,22.3,10.9,113.3,1012.5,25.9,6.1,285.2,24.5,10
13.082,80.275,2018-03-26,28.8,36.9,25,23.1,72.2,0,0,0,22.3,8.4,111.4,1012.8,31.1,5.8,278.4,24.1,10
13.082,80.275,2018-03-27,29.5,41.9,25,24.2,74.3,0,0,0,22.3,9.5,144.9,1011.3,32.9,6.4,285.4,24.6,10
13.082,80.275,2018-03-28,30.6,43.5,32.8,25.4,75.2,0,0,0,25.9,13.5,165,1009.9,38.3,6.1,278.3,24.2,10
13.082,80.275,2018-03-29,30.9,43.3,31.6,25.1,73.1,0,0,0,24.1,13.1,160,1009.4,24.8,7.2,284.5,24.7,10
13.082,80.275,2018-03-30,30.7,43.2,32.6,25.4,75,0,0,0,22.3,14.7,156.6,1008.7,34.1,7,284.1,24.7,10
13.082,80.275,2018-03-31,30.8,43.3,31.8,25.5,74.9,0,0,0,24.1,13.4,147.3,1008.4,48.4,6.4,274.6,23.7,10
13.082,80.275,2018-04-01,30.6,42.1,34.1,26.4,78.7,0,0,0,27.7,14.1,124.1,1008.6,42.4,5.9,269.7,23.3,10
13.082,80.275,2018-04-02,30.5,42.1,32.9,25.6,76.2,0,0,0,25.9,13.3,130.6,1009.8,44.7,6.7,253.4,22,8
13.082,80.275,2018-04-03,30.6,43.5,32.8,25.6,75.2,0,0,0,18.4,10.6,124.2,1009.5,39.1,7.2,270.6,23.4,9
13.082,80.275,2018-04-04,30.2,40.6,30.6,24.9,74.2,0,0,0,22.3,10.5,143.7,1007.9,27.9,6.8,286.1,24.7,10
13.082,80.275,2018-04-05,30.3,41.5,31.9,24.5,72,0,0,0,22.3,12.7,117.8,1007.5,25.8,7,281.3,24.2,9
13.082,80.275,2018-04-06,30.3,43.3,26.3,24.5,72.2,0,0,0,22.3,10.8,140.8,1008.1,30.8,6.8,290.2,25.1,10
13.082,80.275,2018-04-07,30.7,42,30.6,24.8,72.2,0,0,0,22.3,11.6,124.9,1009.5,38.6,6.8,282.7,24.4,10
13.082,80.275,2018-04-08,30.6,40.9,30.5,24.5,71.4,0,0,0,24.1,11,81.3,1010.5,40.2,6.8,287.2,24.8,10
13.082,80.275,2018-04-09,30.6,39.2,29.4,23.7,67.9,0,0,0,18.4,11.2,88.7,1010.8,35.7,6.3,292.2,25.3,10
13.082,80.275,2018-04-10,30.7,40.6,30.1,24.5,70.3,0,0,0,22.3,11.9,88.6,1009.7,34.6,7.1,272,23.4,9
13.082,80.275,2018-04-11,31,42,31.8,25.2,72.3,0,0,0,22.3,11.1,92.1,1009.4,43.7,6.6,241.8,20.9,9
13.082,80.275,2018-04-12,31.1,41.9,32.1,25.1,71.7,0,0,0,22.3,11.1,111.1,1008.8,39.8,6.5,275.7,23.8,10
13.082,80.275,2018-04-13,31.5,44.5,33.6,25.6,71.7,0,0,0,22.3,11.9,117.1,1009.3,38.2,6.7,247.9,21.4,8
13.082,80.275,2018-04-14,31.6,44.7,34.9,25.7,72,0,0,0,22.3,11.3,123.6,1009,44.2,7.2,254.5,22.1,9
13.082,80.275,2018-04-15,31.5,43.6,34.3,25.9,72.8,0,0,0,18.4,10.5,116.3,1009.3,45.3,6.8,264.5,22.9,8
13.082,80.275,2018-04-16,31.8,44.9,34.6,26,72.2,0,0,0,27.7,12,118.2,1009.8,37.4,6.8,258.6,22.3,9
13.082,80.275,2018-04-17,31.4,44.9,34.9,25.8,73,0,0,0,22.3,11.5,136.2,1010.4,41.9,6.6,278.2,24,9
13.082,80.275,2018-04-18,31.8,47.6,33.3,25.4,70.2,0,0,0,24.1,12.6,151.1,1009.7,36.5,7.1,297.2,25.8,10
13.082,80.275,2018-04-19,32,43.4,34.8,25.2,69.1,0,0,0,22.3,13.6,168.9,1008,45.8,6.8,287.9,24.8,10
13.082,80.275,2018-04-20,32.3,47.5,34.9,26,70.8,0,0,0,25.9,15,160.3,1007.5,29.6,6.7,298.7,25.8,10
13.082,80.275,2018-04-21,32.1,46,36.2,26.1,71.3,0,0,0,27.7,14.8,153.5,1007.7,35.9,6.8,286.3,25,9
13.082,80.275,2018-04-22,32,46,33.5,25.4,70,0,0,0,22.3,13.8,161.8,1008.3,26.7,6.9,294.1,25.4,10
13.082,80.275,2018-04-23,32.2,49,35.5,25.9,70.6,0,0,0,22.3,13.6,151.2,1008.2,35.6,6.8,293.9,25.7,10
13.082,80.275,2018-04-24,31.8,46,34,25.3,70.2,0,0,0,22.3,13.6,154.9,1008.3,30.2,7,290.9,25,10
13.082,80.275,2018-04-25,31.8,46,33.5,25.1,69.3,0,0,0,22.3,14.2,151.4,1007.9,37.3,6.9,290.2,25.1,9
13.082,80.275,2018-04-26,31.8,47.6,34.1,25.9,71.6,0,0,0,25.9,14.8,148.7,1007,34.2,6.6,295.1,25.7,10
13.082,80.275,2018-04-27,31.8,43.3,35.4,25.9,72,0,0,0,24.1,12.8,144.5,1008.5,40.3,6.8,291.1,25.2,10
13.082,80.275,2018-04-28,31.9,44.9,34.4,25.6,70.7,0,0,0,22.3,12.1,148.4,1009.2,35.7,7,292.9,25.4,10
13.082,80.275,2018-04-29,32,44.5,34.8,25.4,69.5,0,0,0,18.4,11.9,159.7,1008,38.5,6.8,275.8,23.9,9
13.082,80.275,2018-04-30,32.6,46.4,36.4,26,70.2,0,0,0,24.1,16.9,164,1006,30.8,6.8,294.9,25.7,10
13.082,80.275,2018-05-01,32.8,47.6,36.8,26.3,70.7,0,0,0,25.9,18,158.7,1006.7,40.1,6.7,295.9,25.7,10
13.082,80.275,2018-05-02,31.6,46.7,29.6,24.7,67.7,0,0,0,22.3,14,154.7,1007.2,47.5,6.5,275.7,23.8,9
13.082,80.275,2018-05-03,32.5,46.3,37.3,26.4,71.2,0,0,0,25.1,14.3,134.8,1008.3,37.1,6.6,273.5,23.8,9
13.082,80.275,2018-05-04,31.5,44.7,30.1,24.8,68.2,0,0,0,24.1,12.9,131.9,1008.8,43.3,6.8,249.5,21.7,9
13.082,80.275,2018-05-05,32,44.7,35.2,25.3,68.7,0,0,0,20.5,11.4,127.8,1009.3,34.2,6.8,276.5,23.9,10
13.082,80.275,2018-05-06,32.2,44.5,35.6,25.2,68,0,0,0,20.5,11.9,156,1009.5,32.9,6.9,291.1,25.4,9
13.082,80.275,2018-05-07,32.4,47.6,35.7,26,69.8,0,0,0,25.9,13.3,153.1,1008,53.8,6.4,293.2,25.3,10
13.082,80.275,2018-05-08,33,46.3,37.1,25.8,67.1,0,0,0,25.9,15.7,160.6,1006.8,50.8,6.6,241,20.7,9
13.082,80.275,2018-05-09,32.8,44.7,35.1,25,64.7,0,0,0,27.7,15.2,157.6,1007.5,38.7,6.9,246.9,21.5,9
13.082,80.275,2018-05-10,32.2,43.8,35.1,25.1,67.2,0,0,0,22.3,14.4,157.1,1009.3,37.7,6.9,260.9,22.7,9
13.082,80.275,2018-05-11,32.7,46,36,25.3,67,0,0,0,27.7,16.1,148,1008,30.4,6.9,291.9,25.2,10
13.082,80.275,2018-05-12,32.7,46.3,35.8,25.5,67.4,0,0,0,27.7,15.2,150,1007.6,35.5,7.2,281.3,24.5,10
13.082,80.275,2018-05-13,32.3,46,35.6,25.6,69.1,0,0,0,24.1,15,154.6,1007.4,36.8,7.4,277,24.1,9
13.082,80.275,2018-05-14,32.2,46,35.4,25.6,69.5,0,0,0,25.9,14.8,134.6,1008,31.2,6.8,275.1,23.8,9
13.082,80.275,2018-05-15,31.8,44.7,35.6,25.6,70.6,0,0,0,22.3,12,148.1,1007.6,60.8,6.8,266.4,22.9,9
13.082,80.275,2018-05-16,31.9,44.7,33.9,25.4,69.8,0,0,0,27.7,13.6,134.8,1006.4,35.6,7.2,258.6,22.4,9
13.082,80.275,2018-05-17,32.4,44.5,35.5,25.3,67.4,0,0,0,27.7,13.7,139.2,1006.3,41.4,6.7,275.4,23.6,9
13.082,80.275,2018-05-18,32.4,45.8,33.7,25.6,68.4,0,0,0,18.4,11.9,157.9,1005.8,38.1,6.4,273.2,23.8,9
13.082,80.275,2018-05-19,32.6,46,36.3,26,69.7,0,0,0,25.9,14.5,149.3,1005.3,34,6.5,289.4,25.1,9
13.082,80.275,2018-05-20,32.4,46.3,36,26.1,70.4,0,0,0,22.3,15.7,139.2,1005.2,26.9,6.9,298.4,25.8,10
13.082,80.275,2018-05-21,32.5,46.3,37.2,26.3,71.2,0,0,0,27.7,13.5,133.3,1005.8,37.3,6.8,290.6,25.2,9
13.082,80.275,2018-05-22,32.5,46.3,36.7,25.9,69.5,0,0,0,24.1,11.4,112.6,1005.8,41.4,6.8,274.1,23.7,10
13.082,80.275,2018-05-23,32,46.3,37,26.1,72.1,0,0,0,24.1,11.9,135.6,1005.6,42.4,6.6,275.3,23.9,9
13.082,80.275,2018-05-24,32,44.7,35.9,25.8,70.6,0,0,0,22.3,10.8,121.7,1004.8,54.4,6.6,224.8,19.4,8
13.082,80.275,2018-05-25,31.8,42.9,36.4,25.7,70.8,0,0,0,20.5,10.3,123.9,1004.3,52.3,7.2,205.2,17.8,7
13.082,80.275,2018-05-26,32,44.9,34.3,25.6,69.9,0,0,0,20.5,11.1,122.1,1004.2,50.6,6.6,261.3,22.8,9
13.082,80.275,2018-05-27,32.2,44.5,35.6,25.5,68.6,0,0,0,22.3,12.9,141.5,1004.1,39.1,6.8,268.8,23.3,9
13.082,80.275,2018-05-28,32.7,47.6,36.3,26.2,69.9,0,0,0,27.7,16,151.3,1002.2,40.6,6.4,255.6,22,9
13.082,80.275,2018-05-29,34.3,49.8,36.7,25.6,62.4,0,0,0,22.3,14.1,160,1000.9,29.2,6.7,278.2,24,9
13.082,80.275,2018-05-30,34.1,47.3,36.2,24.6,58.8,0,0,0,27.7,14.9,169.7,1001.5,32.7,6.9,285.7,24.6,9
13.082,80.275,2018-05-31,33.6,48.7,37.4,26,66.4,0,0,0,24.1,13.3,155.3,1003.4,35.7,6.6,280,24.2,9
13.082,80.275,2018-06-01,32.9,48.1,36.8,26.1,68,0,0,0,22.3,10.3,136.4,1004.8,33.1,6.6,265.2,23,9
13.082,80.275,2018-06-02,31.8,45.8,30.7,24.3,65.5,0,0,0,22.3,11,193.8,1005.5,46.4,6.2,251.3,21.9,9
13.082,80.275,2018-06-03,32.1,45.8,31.3,23.6,62.2,0.026,100,4.17,20.5,10.4,216.9,1004.3,62.7,6.6,263.5,22.8,9
13.082,80.275,2018-06-04,32.8,43.4,32.5,22.8,56.4,0,0,0,20.5,13.2,197.5,1003,42.2,6.9,244.1,21.1,9
13.082,80.275,2018-06-05,33.2,46,33.7,24.3,61.7,0,0,0,24.1,13.4,182.7,1003.4,30.4,6.9,268.1,23.1,9
13.082,80.275,2018-06-06,31.1,48.4,26,24.9,72.2,33.208,100,8.33,25.9,14.7,189.1,1005.3,69.1,5.6,230.8,20,9
13.082,80.275,2018-06-07,30.4,43.2,26.6,25.4,76.3,5.208,100,4.17,22.3,13.1,198.2,1004.7,57.1,5.7,178,15.5,7
13.082,80.275,2018-06-08,32.9,44.8,33.6,23,57.8,0,0,0,27.7,13.4,214.8,1002.8,57,6.8,201.1,17.3,7
13.082,80.275,2018-06-09,32.9,42.1,33,22.3,54.4,0,0,0,25.9,15.9,216.1,1001.7,53.5,7,193.4,16.8,7
13.082,80.275,2018-06-10,33.8,44.3,32.9,22.3,51.9,0,0,0,29.5,17,225.7,1002.5,50.2,6.8,196.2,17,6
13.082,80.275,2018-06-11,33.7,44.7,33.7,22.8,53.6,0,0,0,25.9,16.3,221.9,1003.2,42.4,7.1,168.1,14.5,5
13.082,80.275,2018-06-12,33.6,43,33.6,22.5,52.8,0,0,0,22.3,14.2,215.7,1003.4,52.5,6.7,194.7,16.9,7
13.082,80.275,2018-06-13,33.2,43.3,33.3,23.3,57.6,0,0,0,22.3,15.2,210,1003.9,42.8,6.4,205.6,17.7,6
13.082,80.275,2018-06-14,33.9,45.8,34.1,23.1,54.7,0,0,0,25.9,15,229.9,1004.4,41.9,6.8,260.8,22.4,9
13.082,80.275,2018-06-15,32.8,46,33.3,23.7,60.4,14.788,100,8.33,22.3,14.3,215.3,1005.1,53.1,5.8,245.2,21.3,8
13.082,80.275,2018-06-16,31.3,44.5,26.6,24.2,67.9,16.952,100,8.33,25.9,13.5,212.7,1006.6,61.1,6.1,249.5,21.6,9
13.082,80.275,2018-06-17,33,44.9,30.8,23.3,59.4,0,0,0,24.1,14.4,233.1,1006,50.2,6.7,269.2,23.3,9
13.082,80.275,2018-06-18,33.1,42.6,32.8,22.7,56.3,0,0,0,24.1,15.4,217.7,1005.5,47.1,7.3,272.4,23.7,9
13.082,80.275,2018-06-19,32.7,42.6,32,22.9,58.6,0,0,0,24.1,15.9,206.6,1004.7,39.4,6.6,269.6,23.3,9
13.082,80.275,2018-06-20,32.5,43.2,32.4,23.2,59.5,0,0,0,22.3,15,194,1004.2,41.3,6.9,264.2,22.8,9
13.082,80.275,2018-06-21,32.9,45.4,32.9,23.6,60,0,0,0,20.5,14.3,199.1,1003.8,46.6,7.1,264.5,22.8,9
13.082,80.275,2018-06-22,32.6,43,32.6,22.9,58.3,0,0,0,24.1,14.1,211.9,1003.8,55.9,7.1,220.3,19.1,8
13.082,80.275,2018-06-23,32.8,43.3,34.5,23.6,59.8,0,0,0,22.3,14.2,194.8,1004.1,55.8,7,211.4,18.3,8
13.082,80.275,2018-06-24,32,41,34.3,23.5,62,0.744,100,4.17,22.3,13.3,213.7,1005.3,64,6.9,177.5,15.2,7
13.082,80.275,2018-06-25,31.9,41.9,33.1,23.4,62.5,0.298,100,4.17,25.9,11.9,211.2,1004.6,61.6,6.4,200.4,17.4,7
13.082,80.275,2018-06-26,31.9,43.7,26.5,22.9,61.2,3,100,4.17,25.9,14.9,222.1,1003.3,61.5,6.5,217.4,18.9,9
13.082,80.275,2018-06-27,31,40.6,31.1,22.7,62,2.976,100,4.17,22.3,14.1,219.2,1003.1,61.5,6.1,169.3,14.7,6
13.082,80.275,2018-06-28,30.9,39.5,31.1,23.2,64.4,0,0,0,18.4,11.5,209.8,1004.1,80.5,6.3,150.5,12.9,7
13.082,80.275,2018-06-29,31.6,40.6,32,23.5,63.7,0,0,0,24.1,11.5,197.5,1004.6,65.9,6.9,197.5,17.1,8
13.082,80.275,2018-06-30,30.4,40.6,30.1,23.9,68.9,0,0,0,14.8,8.8,185.2,1005.7,51,5.7,151.6,13.2,4
13.082,80.275,2018-07-01,30.7,41.9,31.3,24.3,69.5,0,0,0,22.3,11,166.5,1006.3,57.2,6.3,201.1,17.2,8
13.082,80.275,2018-07-02,30.6,43.3,29.9,24,69.5,8,100,4.17,25.9,13,194.5,1005.6,53.4,6.3,254.3,21.9,8
13.082,80.275,2018-07-03,29.6,42.1,24,24.3,74.7,42,100,8.33,27.7,15.6,236.3,1006.4,62.5,6,265.1,22.8,9
13.082,80.275,2018-07-04,31.5,41.9,33.7,24.6,68.3,0,0,0,22.3,13.2,226.8,1006.6,62.9,6.8,223.7,19.3,8
13.082,80.275,2018-07-05,32.3,42.1,32,23,59.1,0,0,0,22.3,14.7,223.6,1005.8,39.8,6.7,275,23.7,9
13.082,80.275,2018-07-06,32.3,40.6,31.8,22,55.1,0,0,0,27.7,15,233.4,1004.5,68.4,6.5,187.1,16.1,7
13.082,80.275,2018-07-07,32,40.6,33.3,22,55.8,0,0,0,22.3,14.8,229.9,1003,74.6,6.9,128.7,11.1,5
