latitude,longitude,datetime,temp,feelslikemax,feelslikemin,dew,humidity,precip,precipprob,precipcover,windspeed,windspeedmean,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
13.082,80.275,2020-01-18,27.1,34.6,25,23,78.6,0.67,100,4.17,22.3,12.5,73.7,1013.4,32.9,6,162.7,13.9,7
13.082,80.275,2020-01-19,27.4,34.6,25,21.9,72.9,0,0,0,18.4,9.8,65.3,1013.7,27.9,6.2,207.3,18,8
13.082,80.275,2020-01-20,26.5,33.1,22.6,21,73.7,0,0,0,18.4,8.3,59.7,1014.4,16.7,6,230.5,19.9,8
13.082,80.275,2020-01-21,26,32,22,20.6,73.2,0,0,0,22.3,8.6,56.8,1015.8,27.1,6.3,214.5,18.6,8
13.082,80.275,2020-01-22,26.2,32.6,23,21.6,76.6,0,0,0,24.1,10.1,49.5,1016.1,29.4,5.4,188.8,16.2,7
13.082,80.275,2020-01-23,26.5,32.8,23,21.2,74.2,0,0,0,20.5,8.1,52.8,1015.1,26.9,5.4,206.7,17.7,7
13.082,80.275,2020-01-24,25.5,31.5,21.6,19.8,73.2,0,0,0,22.3,7.3,53.2,1014.6,18.6,5.4,249.9,21.6,9
13.082,80.275,2020-01-25,25,33.1,21,19.9,75.4,0,0,0,18.4,5.8,65.4,1013.9,16.1,5.5,240.8,20.8,9
13.082,80.275,2020-01-26,25.5,31.4,20.8,19.5,72.3,0,0,0,14.8,6,116.6,1013.2,6.9,5.4,244,21.1,9
13.082,80.275,2020-01-27,26,32.9,21.7,20.8,74.6,0,0,0,16.6,7.2,173.5,1012.8,11.7,5.7,246,21.3,9
13.082,80.275,2020-01-28,27.1,34.2,22.6,21.3,72,0,0,0,16.6,8.8,166.4,1012.9,18.5,5,247.9,21.4,9
13.082,80.275,2020-01-29,27,35.8,23,22.4,76.9,0,0,0,24.1,10,140.1,1013.7,20.5,5.2,232.9,20.1,9
13.082,80.275,2020-01-30,26.9,35.5,22.9,22.2,76.8,0,0,0,18.4,7.5,138.5,1012.9,19.6,4.9,240.2,20.5,9
13.082,80.275,2020-01-31,27,34.6,23,22.3,76.6,0,0,0,13,7.1,122.8,1012.1,21.8,5.3,230.9,20,8
13.082,80.275,2020-02-01,27.4,35.3,23.8,22.1,74.3,0,0,0,14.1,7,102.2,1013.1,25,5.4,223.9,19.4,8
13.082,80.275,2020-02-02,27.1,34.3,24,21.1,71,0,0,0,18.4,7.6,80.2,1014.9,23.6,6,226.2,19.6,8
13.082,80.275,2020-02-03,26.4,33.4,23,20.9,73.3,0,0,0,18.4,7.8,77.7,1014.9,23.5,5.8,244.4,21.1,8
13.082,80.275,2020-02-04,26.6,34.1,23,21.9,76.2,0.595,100,4.17,22.3,8.1,75.7,1013.8,34.8,5.3,213.1,18.4,8
13.082,80.275,2020-02-05,26.8,33.5,22.6,20.4,69.9,0,0,0,18.4,7.6,99.4,1013.8,18.5,6,247.5,21.4,9
13.082,80.275,2020-02-06,26.6,33.8,22,20.2,69.3,0,0,0,16.6,7.7,131.5,1014.1,18.9,6.1,246.9,21.5,8
13.082,80.275,2020-02-07,27.3,35.1,23,20.9,68.9,0,0,0,24.1,10.1,126,1014.6,23,6.2,240.6,20.9,9
13.082,80.275,2020-02-08,27.4,34.2,23,20.3,67,0,0,0,16.6,11.6,127.1,1014.8,17,6.2,238.1,20.6,8
13.082,80.275,2020-02-09,27.5,34,24,21.7,71.5,0,0,0,25.9,13.9,82.9,1015.3,32.6,5.4,177.1,15.4,7
13.082,80.275,2020-02-10,27.6,33.7,24.6,20.3,65.7,0,0,0,27.7,13.5,74.7,1015.3,22.7,5.9,246.4,21.3,9
13.082,80.275,2020-02-11,27.8,38.1,23.7,22.1,72.1,0,0,0,27.7,14.2,66,1015.3,29.5,5.9,192.3,16.7,6
13.082,80.275,2020-02-12,27.4,35.9,24,22.1,73.6,0,0,0,22.3,13.8,48,1016.6,23.8,6,192.4,16.7,7
13.082,80.275,2020-02-13,27.1,35,23,21.6,73.2,0,0,0,24.1,11.9,49.5,1015.7,18,5.7,253.3,21.8,9
13.082,80.275,2020-02-14,26.9,35,23,20.3,70.5,0,0,0,22.3,8.9,53.8,1013.5,9.2,5.1,273,23.5,9
13.082,80.275,2020-02-15,26.2,33.5,21,19,68,0,0,0,22,9.4,76.3,1013.3,2,4.9,271.5,23.4,10
13.082,80.275,2020-02-16,26.2,33.5,20.9,19.1,66.9,0,0,0,21.6,10.1,73.8,1014.8,9.6,5.4,277.3,23.9,9
13.082,80.275,2020-02-17,26.4,32.4,21.4,18.5,63.9,0,0,0,18.4,9.7,72.1,1015.5,14.4,5.5,268.8,23.2,9
13.082,80.275,2020-02-18,25.9,32.8,21,19,67.9,0,0,0,14.8,7.7,77.9,1015,14.3,5.4,271.3,23.3,9
13.082,80.275,2020-02-19,26.4,33.3,21.8,19.6,68.1,0,0,0,18.4,10,81.2,1015.3,27.6,5.7,262.1,22.6,9
13.082,80.275,2020-02-20,26.8,32.7,23.7,19.3,64.4,0,0,0,18.4,9.6,90.3,1015.2,26.7,6.2,255.3,22,9
13.082,80.275,2020-02-21,26.6,35.1,21.6,21.3,73.5,0,0,0,24.1,11.4,63.7,1016.7,26,5.6,219,18.9,8
13.082,80.275,2020-02-22,27.9,35.9,25.6,23,75.1,0,0,0,25.9,16.6,53.5,1017,27.5,6.2,211.5,18.3,7
13.082,80.275,2020-02-23,28,36.9,25,22.9,74.5,0,0,0,29.5,16.3,64.3,1015.7,31.3,5.7,223.6,19.1,8
13.082,80.275,2020-02-24,27.4,36.9,23.6,23.4,79.4,0,0,0,23.7,12.3,74.3,1013.3,28.9,6.1,249.2,21.5,9
13.082,80.275,2020-02-25,28.1,37.7,24,23.2,76.3,0,0,0,22.3,10.6,102.5,1012,25.7,5.9,246.9,21.3,9
13.082,80.275,2020-02-26,28.2,37.2,24,23,74.3,0,0,0,22.3,9.7,92.9,1012.3,26.5,5.4,229.4,19.8,9
13.082,80.275,2020-02-27,28,37.2,24.9,22.9,74.9,0,0,0,22.3,10.1,78.7,1012.7,26,5.1,247.6,21.4,8
13.082,80.275,2020-02-28,28.3,37.2,25,22.8,73.3,0,0,0,22.3,11.8,72.8,1012,28,6.2,243.2,20.9,8
13.082,80.275,2020-02-29,28,36.6,24,22.5,72.8,0,0,0,25.9,11.3,76,1011.9,26.9,5.2,234.4,20.4,9
13.082,80.275,2020-03-01,28.2,37.2,26,22,69.9,0,0,0,19.5,10.6,84.9,1012.1,23,6.8,254.4,21.9,9
13.082,80.275,2020-03-02,27.9,36,24,21,67.5,0,0,0,20.5,10.8,87.6,1012.4,24.9,5,237.7,20.7,8
13.082,80.275,2020-03-03,28.4,38.2,24,21.8,68.9,0,0,0,18.4,9.2,73.6,1012,19,4.9,279,24.1,9
13.082,80.275,2020-03-04,28.5,40.9,24,23.1,74.1,0,0,0,18.4,8.5,142.7,1011.6,15.3,5.9,266.7,23,9
13.082,80.275,2020-03-05,28.5,38.8,25,23.2,74.4,0,0,0,24.1,12.6,162.7,1010.9,24.7,6.5,253.1,22,9
13.082,80.275,2020-03-06,28.5,38.8,25.8,24.1,77.5,0.1,100,4.17,22.3,12.9,152.2,1011.7,30.9,6.2,204.6,17.7,7
13.082,80.275,2020-03-07,28.9,38.9,26.4,24.1,76.1,0,0,0,27.7,15.4,156,1013,28,6.1,222.3,19.2,7
13.082,80.275,2020-03-08,29.1,39,26.6,23.5,72.1,0,0,0,24.6,13.1,133.9,1012.7,25.7,6.7,238.9,20.8,9
13.082,80.275,2020-03-09,28,36.8,23.8,22.4,72.9,0,0,0,22.4,12.2,89.2,1011.5,19.2,6.9,274.7,23.6,9
13.082,80.275,2020-03-10,28.3,38.1,24,22.6,72.2,0,0,0,18.8,11.1,103.6,1011.7,23.6,6.3,271.6,23.3,9
13.082,80.275,2020-03-11,28.4,37.7,25,22.4,71,0,0,0,22.3,12,135,1012.3,24.1,6.5,271.5,23.5,9
13.082,80.275,2020-03-12,28.6,39.4,25.9,23.1,73,0,0,0,20.5,11.8,132.1,1013.3,22.3,6.3,268.7,23.3,9
13.082,80.275,2020-03-13,28.2,39,24,23.3,75.9,0,0,0,22.3,9.5,105.2,1013.2,20.6,6,275.7,23.7,9
13.082,80.275,2020-03-14,28.2,38.3,24,22.8,73.5,0,0,0,18.4,9.2,88.3,1012,25.7,5.8,264.8,22.9,9
13.082,80.275,2020-03-15,28.7,39.3,25,22.7,71,0,0,0,24.1,9.7,84,1011.8,25.7,5.9,274.8,23.7,9
13.082,80.275,2020-03-16,29.2,40.7,26,23.8,73.6,0,0,0,22.3,10.9,74.1,1013.2,20.5,5.8,274.1,23.5,9
13.082,80.275,2020-03-17,29.3,38.6,26,23.7,73.7,0,0,0,18.4,10.7,84.2,1014.3,19.8,6.3,282.6,24.4,10
13.082,80.275,2020-03-18,29.3,40,26,24.3,76.1,0,0,0,20.5,10.7,84,1013.5,19.5,5.7,281.5,24.3,10
13.082,80.275,2020-03-19,29.6,39.2,25,23.4,71.4,0,0,0,18.4,10.7,153.9,1012.6,18,5.9,287.8,25,10
13.082,80.275,2020-03-20,29.1,41.6,25,24,74.9,0,0,0,24.4,11.2,144.9,1011.8,15.9,6.2,275.4,23.9,10
13.082,80.275,2020-03-21,29.2,40.5,26,24.1,75.2,0,0,0,24.1,11.7,170.5,1011.9,24,6.4,261.8,22.8,9
13.082,80.275,2020-03-22,29.5,42.8,30.1,24.4,74.7,0,0,0,22.3,11.4,140.1,1012.2,24.4,5.8,265,22.8,9
13.082,80.275,2020-03-23,29,39,26,22.7,70.6,0,0,0,20.5,8.9,131.8,1011.9,20.5,6.3,262.7,22.8,9
13.082,80.275,2020-03-24,28.8,39,25,23.1,72.6,0,0,0,20.5,8.5,115.6,1010.7,23.2,6.4,279.7,24.4,9
13.082,80.275,2020-03-25,28.8,41.1,25,23.5,73.8,0,0,0,18.4,8.6,144.5,1010.3,20.5,6.5,271.2,23.4,9
13.082,80.275,2020-03-26,29.1,39.1,25,23.1,71.4,0,0,0,22.3,8.2,108.4,1010.9,19,6.2,278.5,24.2,10
13.082,80.275,2020-03-27,29,38.6,25,22.1,68.2,0,0,0,16.6,7,123,1012.4,22.4,6,292.6,25.3,10
13.082,80.275,2020-03-28,28.8,40.8,24,22.6,70.7,0,0,0,20.5,8,137.3,1011.1,18.7,5.9,297.1,25.6,10
13.082,80.275,2020-03-29,28.8,40.2,25,22.8,71.7,0,0,0,22.3,8.8,137,1010.4,17.1,6.1,297.6,25.7,10
13.082,80.275,2020-03-30,28.5,38.9,24,22.2,70.7,0,0,0,18.4,6.9,134.3,1011.1,9,5.9,304,26.3,10
13.082,80.275,2020-03-31,29.2,41.6,24.8,23.4,72.4,0,0,0,14.8,6.6,109.8,1011.5,18.4,6,294.4,25.5,10
13.082,80.275,2020-04-01,30,43.6,25,23.3,70.1,0,0,0,18.4,8.6,177.5,1010.6,14.3,6,296.2,25.6,10
13.082,80.275,2020-04-02,30.2,43,26,24.4,73,0,0,0,18.4,10.2,183.1,1009.6,9.9,6.2,299.1,26,10
13.082,80.275,2020-04-03,30.2,42,30.1,24.6,73,0,0,0,24.1,10.5,145.2,1010.4,21.1,5.7,284.4,24.7,10
13.082,80.275,2020-04-04,29.7,41.4,25,23.9,71.9,0,0,0,20.5,9.9,133,1011.2,20.1,6,282.9,24.7,9
13.082,80.275,2020-04-05,30.6,47,32.7,25.9,76.7,0,0,0,24.1,10.6,141.7,1011.9,23.9,6,232,20.1,8
13.082,80.275,2020-04-06,30.7,47.7,35.5,26.5,78.7,0,0,0,22.3,11.1,161.6,1011.4,34.4,6.7,253.1,21.8,8
13.082,80.275,2020-04-07,30.5,46.7,33.4,25.8,77,0.1,100,4.17,18.4,10.1,176.4,1010.2,33.7,6.6,237.6,20.5,8
13.082,80.275,2020-04-08,30.8,46.6,33.8,26.4,77.9,0,0,0,25.9,11.8,163.2,1010.4,31.3,6.5,254.4,21.8,9
13.082,80.275,2020-04-09,28.9,47,24,25.4,82.7,12.84,100,4.17,25.9,11,186.4,1010.8,34.5,5.7,262.4,22.6,9
13.082,80.275,2020-04-10,29.1,41.6,24.4,24.5,76.9,0,0,0,20.5,9.9,157.5,1011.9,33.1,6,269.9,23.4,9
13.082,80.275,2020-04-11,29.9,41,26,24.5,74,0,0,0,18.4,8.5,144.1,1012.9,22.8,6.4,243.5,21.3,9
13.082,80.275,2020-04-12,29.8,42.8,26.5,24.6,74.6,0,0,0,18.4,8.4,146.9,1011.9,20.2,6.8,299.3,25.6,10
13.082,80.275,2020-04-13,29.6,43.2,25.8,24.2,74.3,0,0,0,22.3,7.5,151.4,1010,10.5,6.4,297,25.6,10
13.082,80.275,2020-04-14,29.5,41.2,25,24.1,74.3,0,0,0,18.4,9.3,148.1,1010.5,13.2,6.4,289.6,25.1,10
13.082,80.275,2020-04-15,30,41.3,26,24.3,72.8,0,0,0,22.3,9.3,147.7,1011.4,18.6,6.5,293.4,25.2,10
13.082,80.275,2020-04-16,30.2,43.7,26,25.2,75.5,0,0,0,22.3,10.4,161.3,1010.1,11.6,6.8,288.4,24.8,10
13.082,80.275,2020-04-17,31,44.9,32.5,25.4,73.3,0,0,0,24.1,12.4,175.8,1009.3,18.7,6.6,282.6,24.5,9
13.082,80.275,2020-04-18,31.1,46.4,34.8,25.7,73.8,0,0,0,24.1,13.5,175.8,1010,21.4,6.6,273.6,23.8,10
13.082,80.275,2020-04-19,30.8,44.1,33.6,25.8,75.7,0,0,0,20.5,12.6,156.3,1010,23.1,6.8,272.2,23.6,9
13.082,80.275,2020-04-20,30.9,43.2,32.6,25,72.1,0,0,0,20.5,11.2,155.8,1010.3,24.2,6.7,293.2,25.5,10
13.082,80.275,2020-04-21,31,46.2,30.7,24.7,70.6,0,0,0,22.3,11.8,156.3,1010.3,22.6,7,282.4,24.4,9
13.082,80.275,2020-04-22,31.2,45.6,32.7,25.6,72.9,0,0,0,25.9,11.5,170.2,1009.7,21.8,6.9,285.4,24.8,9
13.082,80.275,2020-04-23,31.3,46.5,33.6,25.9,74.4,0,0,0,22.3,11.7,173.1,1009.1,21.7,6.8,279.6,24.1,9
13.082,80.275,2020-04-24,31.7,49.7,35.7,26.1,72.8,0,0,0,25.9,14.7,183.4,1008.3,24,6.7,283.9,24.5,9
13.082,80.275,2020-04-25,31.9,52.8,34.6,26.5,74.1,0,0,0,22.3,12.7,181.2,1008.1,22.6,6.4,281.8,24.4,10
13.082,80.275,2020-04-26,28.7,40.7,24,25,81.1,5.304,100,8.33,31.7,11.8,177.7,1009.9,36.7,5.5,256.8,22.2,9
13.082,80.275,2020-04-27,31,48.8,33.5,26.6,78.7,0,0,0,25.9,11.9,157.9,1010.8,29.8,6.2,248.1,21.4,9
13.082,80.275,2020-04-28,31.5,44.7,36.1,26.3,75,0,0,0,25.9,9.8,147.4,1010.2,26.9,6.8,245.3,21.3,9
13.082,80.275,2020-04-29,31,38.1,33.6,23.7,67,0,0,0,24.1,8.5,245.8,1009.7,29.5,6.6,236.6,20.6,9
13.082,80.275,2020-04-30,31.4,45.1,31.2,26.4,75.9,0,0,0,20.5,9.2,166.5,1009.9,23.4,6.5,258.3,22.4,9
13.082,80.275,2020-05-01,32.2,48.2,35.7,26,71.9,0,0,0,24.1,13.1,188.1,1009.3,14.6,6.5,291.6,25.2,10
13.082,80.275,2020-05-02,31.9,47.5,36.9,26.4,73.6,0,0,0,22.3,10.3,152.2,1008.1,20.6,6.4,287,24.9,9
13.082,80.275,2020-05-03,31.9,46.7,36.3,26.3,73.4,0,0,0,18.4,9.8,155.6,1008.1,19.8,6.8,293.9,25.4,10
13.082,80.275,2020-05-04,31.7,48.3,33.6,25.9,72.4,0,0,0,18.4,10.1,172.2,1009.1,17,6.9,297,25.6,10
13.082,80.275,2020-05-05,31.9,48.1,33.6,26.1,72.5,0,0,0,25.9,13.4,169.3,1008.7,19.5,6.8,294.8,25.5,9
13.082,80.275,2020-05-06,31.6,47.5,32.7,26.2,73.7,0,0,0,18.4,10.7,171.7,1008.4,21.2,6.5,297.9,25.7,10
13.082,80.275,2020-05-07,32.1,50.2,35.7,26,71.2,0,0,0,20.5,11.1,159.4,1008.4,25.7,6.6,274.5,23.6,9
13.082,80.275,2020-05-08,32.4,49.4,37.5,26.2,70.8,0,0,0,20.5,12.3,173,1008.4,23.9,6.8,288.3,24.9,9
13.082,80.275,2020-05-09,32.1,51,36.9,26.5,73.6,0,0,0,22.3,11.8,158.8,1008.6,23.9,6.6,297.1,25.7,9
13.082,80.275,2020-05-10,32.1,50.1,35.7,26.5,72.9,0,0,0,16.6,11.2,146.5,1008.6,24.3,6.7,290.4,25.2,10
13.082,80.275,2020-05-11,31.7,47.4,33.6,26.4,74.3,0,0,0,18.4,9.3,116.9,1009,27.7,6.9,256.1,22.1,8
13.082,80.275,2020-05-12,31.3,48.3,34.2,26,74.3,0,0,0,18.4,8.4,124.9,1008.4,30.1,6.6,198.8,17.1,6
13.082,80.275,2020-05-13,31.4,45.3,30.1,24.9,69.6,0,0,0,25.9,9.8,147.6,1007.6,22.5,6.9,259,22.3,9
13.082,80.275,2020-05-14,31.9,47,33.6,25.9,71.4,0,0,0,22.3,9.1,85.8,1006.9,24.6,6.9,272.8,23.7,9
13.082,80.275,2020-05-15,32.2,46.5,35.7,26,71,0,0,0,20.5,9.2,39.5,1005.4,26,6.6,248.9,21.4,8
13.082,80.275,2020-05-16,32.2,47.1,36.9,26.2,72.5,0,0,0,22.3,10.9,27.8,1004.5,29.8,6.5,251.4,21.7,9
13.082,80.275,2020-05-17,32.1,46.9,36.4,26.1,71.9,0,0,0,24.1,10.5,15.9,1003.5,40.2,6.2,197,17,6
13.082,80.275,2020-05-18,32.9,49,32.7,24.8,64.3,5,100,4.17,18.4,9.1,291.4,1001.3,46.9,5.4,174.1,15.2,7
13.082,80.275,2020-05-19,33.5,50.1,29.7,24,60,0,0,0,22.3,13.7,278.1,999.9,38.4,5.2,260.7,22.6,9
13.082,80.275,2020-05-20,35.1,53,35.2,23.6,53,0,0,0,36.2,17.2,260.2,999.2,39.8,6.5,266.9,23.2,9
13.082,80.275,2020-05-21,34.1,54.2,33.8,24,58,0,0,0,25.6,16.5,214.3,1003,28.9,7,284.1,24.6,10
13.082,80.275,2020-05-22,33.8,50,36.2,25.7,65.1,0,0,0,24.1,13,180.5,1003.8,17.4,6.6,288.2,24.9,10
13.082,80.275,2020-05-23,32.6,53.8,37.9,27.4,75.2,0,0,0,24.1,14,171,1004.7,20.1,6.5,298.7,25.8,10
13.082,80.275,2020-05-24,32.4,51.6,38.7,27.5,76.2,0,0,0,24.1,13.6,147,1005.9,23.2,6.3,289.7,25.1,9
13.082,80.275,2020-05-25,32.6,52.2,38.9,27.2,74.5,0,0,0,22.3,12.8,158.6,1007.1,21.4,6.5,290.2,25.1,10
13.082,80.275,2020-05-26,32.6,50.2,38.9,27.2,74.2,0,0,0,22.3,12.7,161.3,1007,26.5,6.3,283.3,24.5,10
13.082,80.275,2020-05-27,32.6,50.2,38.9,27.6,75.9,0,0,0,25.9,13.9,172,1006.1,29.1,6.5,271.4,23.5,9
13.082,80.275,2020-05-28,33,47.2,38.9,26.9,72.1,0,0,0,24.1,13,175.2,1004.7,19.3,6.6,281.1,24.2,9
13.082,80.275,2020-05-29,33.5,47.3,34.1,24.4,60.6,0,0,0,22.3,13.1,190.1,1005,18.7,6.6,282.1,24.3,9
13.082,80.275,2020-05-30,32.9,49,38.8,26.4,69.8,0,0,0,25.9,15.3,170.5,1006.3,22.5,6.1,271.9,23.5,9
13.082,80.275,2020-05-31,32.2,46.3,36.2,26,70.4,0,0,0,24.1,15,174.4,1007.4,19.2,7,288.6,24.8,9
13.082,80.275,2020-06-01,32.3,46.7,36.2,25.7,68.9,0,0,0,20.5,13.5,179.7,1007.8,27.5,6.4,240,20.8,8
13.082,80.275,2020-06-02,32.6,46.3,35.1,25.3,66.5,0,0,0,22.3,13.4,181,1007.2,27.1,6.9,248.3,21.6,9
13.082,80.275,2020-06-03,32.6,43.3,33.3,23.4,60.2,0,0,0,24.1,16.1,183.6,1006.4,21.3,6.9,280.8,24.3,9
13.082,80.275,2020-06-04,33.1,45.3,35.3,24.7,63.2,0,0,0,26,15.5,189.3,1006.1,24.8,6.8,285.2,24.5,9
13.082,80.275,2020-06-05,32.8,46.3,36.2,25,65.1,0,0,0,22.3,16.3,200,1005.9,27.4,6.9,245.3,21.2,9
13.082,80.275,2020-06-06,32.2,48.7,32.7,24.5,65.8,1.024,100,4.17,20.5,13.7,204.3,1005.4,32.1,6.5,214.8,18.4,9
13.082,80.275,2020-06-07,32.9,43.4,33.6,24,62,0,0,0,20.5,12.6,233.3,1004.8,37.4,6.8,214,18.3,9
13.082,80.275,2020-06-08,33.4,44.8,32.8,22.7,55.1,0,0,0,24.1,15.3,219,1004.2,35.1,6.5,252,21.9,9
13.082,80.275,2020-06-09,32.8,42.1,36.2,24.1,61.8,0,0,0,22.3,13.2,221.3,1003.8,40,6,128.8,11,4
13.082,80.275,2020-06-10,32,42,35.5,23.9,62.9,0,0,0,18.4,8,234.3,1002.9,46.8,5.3,89.7,7.7,4
13.082,80.275,2020-06-11,29.9,38.1,25.6,23.6,69.8,0.902,100,8.33,22.1,11.5,261,1002.3,49.2,5.6,135.9,11.5,5
13.082,80.275,2020-06-12,31.1,39.8,25.8,21.6,59.2,1.488,100,4.17,27.7,16.2,243.8,1001.9,43.8,6.8,164.2,14.2,8
13.082,80.275,2020-06-13,33.2,42.3,30.8,21.8,53,0,0,0,24.1,14.7,219.8,1002.5,35.8,6.6,266.7,23.2,9
13.082,80.275,2020-06-14,33.6,45.7,33.3,23.3,56.5,0,0,0,22.3,13.6,224.8,1003.3,29.9,6.8,228.2,19.7,8
13.082,80.275,2020-06-15,34,47.6,33.8,22.9,54.1,0,0,0,22.3,15.2,233.2,1003.3,38.7,6.8,235.8,20.4,8
13.082,80.275,2020-06-16,33.1,46.5,35.4,24.2,61.1,0,0,0,22.3,13.8,206.4,1002.7,32.3,6.6,242.7,21.1,8
13.082,80.275,2020-06-17,33.5,47.6,35.1,24,60.1,0,0,0,25.9,15.5,221,1003.5,31.6,6.8,207,17.9,7
13.082,80.275,2020-06-18,33.3,42.4,34.2,22.8,55.5,0,0,0,18.4,12.4,235.7,1004.9,35.9,6.6,200.1,17.2,7
13.082,80.275,2020-06-19,33.6,46.6,33.8,23.7,58.1,0,0,0,25.9,15.2,228.6,1005.1,29.6,6.6,216.9,18.7,9
13.082,80.275,2020-06-20,33,43.9,34.5,23.2,57.2,0,0,0,25.9,13.3,234.2,1004.8,37.5,6.3,228.2,19.7,8
13.082,80.275,2020-06-21,31.9,41.1,30.7,23.9,64.9,3.976,100,8.33,18.4,10.8,255.4,1004.1,47.5,6.1,210.6,18,8
13.082,80.275,2020-06-22,30.9,44.6,30.2,23.8,68.1,5.608,100,8.33,25.9,12.7,245.5,1003.1,42.1,5.9,242.6,21.1,9
13.082,80.275,2020-06-23,30.9,45.1,29.2,23.6,66.6,0.051,100,4.17,27.7,11.4,227.3,1004.8,39.8,6.4,247.8,21.4,9
13.082,80.275,2020-06-24,30.8,44.7,29.7,23.9,67.7,0,0,0,16.6,11.1,227.3,1005.3,25.7,6.9,255.4,22,9
13.082,80.275,2020-06-25,30.2,41.2,31.3,24.4,71.6,0.744,100,4.17,22.3,10.6,176.9,1004.5,32.7,5.6,225.1,19.5,9
13.082,80.275,2020-06-26,31.1,41.8,31.5,24.8,70.2,0,0,0,22.3,10.2,161.9,1004,24.3,6.3,254.8,22,8
13.082,80.275,2020-06-27,31.1,45.1,34.8,25.7,73.9,1.024,100,4.17,16.6,9.3,188.4,1004.2,29,6.2,239.5,20.9,9
13.082,80.275,2020-06-28,30.6,48.2,26,26.1,77.1,14.184,100,4.17,37.1,9.8,171.2,1004,33.6,5.7,234.8,20.4,8
13.082,80.275,2020-06-29,30.7,44.1,30.1,25.3,74,0,0,0,16.6,9.5,184.7,1003.2,30.6,7.1,182.2,15.8,8
13.082,80.275,2020-06-30,30.8,44.6,26.6,24.6,70.9,8.696,100,8.33,20.5,11.4,226.7,1003.2,31.5,6.8,265.5,23,9
13.082,80.275,2020-07-01,30.5,41.5,31.3,24.5,71.1,0,0,0,14.8,7.7,238.4,1004.1,45.6,6.1,136.5,11.8,5
13.082,80.275,2020-07-02,30.1,41,32.1,25.6,78,14.358,100,12.5,16.6,8.8,230.8,1003.8,49.7,5.8,146.8,12.7,5
13.082,80.275,2020-07-03,30.4,43.7,25.1,23.8,69.5,4,100,4.17,25.9,13.9,238.4,1003.2,44,6.2,94,8,5
13.082,80.275,2020-07-04,28.8,40.5,25,24.5,78.9,4.844,100,12.5,22.3,13.1,214.8,1003.4,45.1,5.7,180.3,15.6,7
13.082,80.275,2020-07-05,30.3,39.1,32,24.7,73.1,0,0,0,18.6,12.1,208.2,1003.2,45.4,6,166.1,14.2,6
13.082,80.275,2020-07-06,30.8,40.3,34.1,24.8,71.7,0,0,0,22.3,12,217.8,1003.1,43.3,5.9,185.5,15.9,7
